ID,都道府県コード,都道府県名,地方,年齢5歳階級,年齢,年齢（数値）,元号,和暦（年）,西暦（年）,人口（総数）,人口（男）,人口（女）
114864,40,福岡県,九州・沖縄,60〜64歳,60代,60,昭和,45,1970,149294,69513,79781
114865,40,福岡県,九州・沖縄,65〜69歳,60代,60,昭和,45,1970,117699,54482,63217
114866,40,福岡県,九州・沖縄,70〜74歳,70代,70,昭和,45,1970,86695,38397,48298
114867,40,福岡県,九州・沖縄,75〜79歳,70代,70,昭和,45,1970,51234,21052,30182
114868,40,福岡県,九州・沖縄,80〜84歳,80歳以上,80,昭和,45,1970,24919,9102,15817
114869,40,福岡県,九州・沖縄,85歳以上,80歳以上,80,昭和,45,1970,11969,3583,8386
114870,40,福岡県,九州・沖縄,総数,総数,0,昭和,50,1975,4292963,2070190,2222773
114871,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,昭和,50,1975,368012,189283,178729
114872,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,昭和,50,1975,329202,169076,160126
114873,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,昭和,50,1975,304870,155770,149100
114874,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,昭和,50,1975,319145,163987,155158
114875,40,福岡県,九州・沖縄,20〜24歳,20代,20,昭和,50,1975,366849,179032,187817
114876,40,福岡県,九州・沖縄,25〜29歳,20代,20,昭和,50,1975,407861,195751,212110
114877,40,福岡県,九州・沖縄,30〜34歳,30代,30,昭和,50,1975,333487,160789,172698
114878,40,福岡県,九州・沖縄,35〜39歳,30代,30,昭和,50,1975,312910,149690,163220
114879,40,福岡県,九州・沖縄,40〜44歳,40代,40,昭和,50,1975,317339,153587,163752
114880,40,福岡県,九州・沖縄,45〜49歳,40代,40,昭和,50,1975,289174,140465,148709
114881,40,福岡県,九州・沖縄,50〜54歳,50代,50,昭和,50,1975,232820,103669,129151
114882,40,福岡県,九州・沖縄,55〜59歳,50代,50,昭和,50,1975,184529,80595,103934
114883,40,福岡県,九州・沖縄,60〜64歳,60代,60,昭和,50,1975,169631,76153,93478
114884,40,福岡県,九州・沖縄,65〜69歳,60代,60,昭和,50,1975,136785,61597,75188
114885,40,福岡県,九州・沖縄,70〜74歳,70代,70,昭和,50,1975,101534,44497,57037
114886,40,福岡県,九州・沖縄,75〜79歳,70代,70,昭和,50,1975,67300,27637,39663
114887,40,福岡県,九州・沖縄,80〜84歳,80歳以上,80,昭和,50,1975,33498,12408,21090
114888,40,福岡県,九州・沖縄,85歳以上,80歳以上,80,昭和,50,1975,15730,4838,10892
114889,40,福岡県,九州・沖縄,総数,総数,0,昭和,55,1980,4553461,2200450,2353011
114890,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,昭和,55,1980,340210,174058,166152
114891,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,昭和,55,1980,376543,193736,182807
114892,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,昭和,55,1980,333029,170806,162223
114893,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,昭和,55,1980,319672,164371,155301
114894,40,福岡県,九州・沖縄,20〜24歳,20代,20,昭和,55,1980,325454,163346,162108
114895,40,福岡県,九州・沖縄,25〜29歳,20代,20,昭和,55,1980,364866,177936,186930
114896,40,福岡県,九州・沖縄,30〜34歳,30代,30,昭和,55,1980,417136,204410,212726
114897,40,福岡県,九州・沖縄,35〜39歳,30代,30,昭和,55,1980,336874,162739,174135
114898,40,福岡県,九州・沖縄,40〜44歳,40代,40,昭和,55,1980,311889,149007,162882
114899,40,福岡県,九州・沖縄,45〜49歳,40代,40,昭和,55,1980,312550,150130,162420
114900,40,福岡県,九州・沖縄,50〜54歳,50代,50,昭和,55,1980,282543,135669,146874
114901,40,福岡県,九州・沖縄,55〜59歳,50代,50,昭和,55,1980,226142,99483,126659
114902,40,福岡県,九州・沖縄,60〜64歳,60代,60,昭和,55,1980,175923,75366,100557
114903,40,福岡県,九州・沖縄,65〜69歳,60代,60,昭和,55,1980,156593,68223,88370
114904,40,福岡県,九州・沖縄,70〜74歳,70代,70,昭和,55,1980,119900,51376,68524
114905,40,福岡県,九州・沖縄,75〜79歳,70代,70,昭和,55,1980,81037,33027,48010
114906,40,福岡県,九州・沖縄,80〜84歳,80歳以上,80,昭和,55,1980,46222,17057,29165
114907,40,福岡県,九州・沖縄,85歳以上,80歳以上,80,昭和,55,1980,22743,7109,15634
114908,40,福岡県,九州・沖縄,総数,総数,0,昭和,60,1985,4719259,2270496,2448763
114909,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,昭和,60,1985,306991,157203,149788
114910,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,昭和,60,1985,343016,175645,167371
114911,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,昭和,60,1985,378204,194270,183934
114912,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,昭和,60,1985,342883,175801,167082
114913,40,福岡県,九州・沖縄,20〜24歳,20代,20,昭和,60,1985,317477,158166,159311
114914,40,福岡県,九州・沖縄,25〜29歳,20代,20,昭和,60,1985,308341,149327,159014
114915,40,福岡県,九州・沖縄,30〜34歳,30代,30,昭和,60,1985,365801,179764,186037
114916,40,福岡県,九州・沖縄,35〜39歳,30代,30,昭和,60,1985,416262,203805,212457
114917,40,福岡県,九州・沖縄,40〜44歳,40代,40,昭和,60,1985,334287,161004,173283
114918,40,福岡県,九州・沖縄,45〜49歳,40代,40,昭和,60,1985,307450,145615,161835
114919,40,福岡県,九州・沖縄,50〜54歳,50代,50,昭和,60,1985,306046,145315,160731
114920,40,福岡県,九州・沖縄,55〜59歳,50代,50,昭和,60,1985,274396,129900,144496
114921,40,福岡県,九州・沖縄,60〜64歳,60代,60,昭和,60,1985,217327,93959,123368
114922,40,福岡県,九州・沖縄,65〜69歳,60代,60,昭和,60,1985,164710,68617,96093
114923,40,福岡県,九州・沖縄,70〜74歳,70代,70,昭和,60,1985,140900,58800,82100
114924,40,福岡県,九州・沖縄,75〜79歳,70代,70,昭和,60,1985,99663,39772,59891
114925,40,福岡県,九州・沖縄,80〜84歳,80歳以上,80,昭和,60,1985,58836,21729,37107
114926,40,福岡県,九州・沖縄,85歳以上,80歳以上,80,昭和,60,1985,35119,10865,24254
114927,40,福岡県,九州・沖縄,総数,総数,0,平成,2,1990,4811050,2303487,2507563
114928,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,平成,2,1990,259541,132985,126556
114929,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,平成,2,1990,307521,157339,150182
114930,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,平成,2,1990,343294,175535,167759
114931,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,平成,2,1990,392219,202537,189682
114932,40,福岡県,九州・沖縄,20〜24歳,20代,20,平成,2,1990,336563,167932,168631
114933,40,福岡県,九州・沖縄,25〜29歳,20代,20,平成,2,1990,290436,137096,153340
114934,40,福岡県,九州・沖縄,30〜34歳,30代,30,平成,2,1990,304072,147853,156219
114935,40,福岡県,九州・沖縄,35〜39歳,30代,30,平成,2,1990,362615,177590,185025
114936,40,福岡県,九州・沖縄,40〜44歳,40代,40,平成,2,1990,412111,201040,211071
114937,40,福岡県,九州・沖縄,45〜49歳,40代,40,平成,2,1990,327875,156791,171084
114938,40,福岡県,九州・沖縄,50〜54歳,50代,50,平成,2,1990,300698,141058,159640
114939,40,福岡県,九州・沖縄,55〜59歳,50代,50,平成,2,1990,297039,138857,158182
114940,40,福岡県,九州・沖縄,60〜64歳,60代,60,平成,2,1990,264250,122917,141333
114941,40,福岡県,九州・沖縄,65〜69歳,60代,60,平成,2,1990,205099,86518,118581
114942,40,福岡県,九州・沖縄,70〜74歳,70代,70,平成,2,1990,149707,59781,89926
114943,40,福岡県,九州・沖縄,75〜79歳,70代,70,平成,2,1990,119741,46531,73210
114944,40,福岡県,九州・沖縄,80〜84歳,80歳以上,80,平成,2,1990,74549,26589,47960
114945,40,福岡県,九州・沖縄,85歳以上,80歳以上,80,平成,2,1990,48773,14813,33960
114946,40,福岡県,九州・沖縄,総数,総数,0,平成,7,1995,4933393,2357525,2575868
114947,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,平成,7,1995,237450,121318,116132
114948,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,平成,7,1995,265779,136136,129643
114949,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,平成,7,1995,311941,159415,152526
114950,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,平成,7,1995,363368,186825,176543
114951,40,福岡県,九州・沖縄,20〜24歳,20代,20,平成,7,1995,398553,202867,195686
114952,40,福岡県,九州・沖縄,25〜29歳,20代,20,平成,7,1995,317982,151423,166559
114953,40,福岡県,九州・沖縄,30〜34歳,30代,30,平成,7,1995,297622,143225,154397
114954,40,福岡県,九州・沖縄,35〜39歳,30代,30,平成,7,1995,309482,150964,158518
114955,40,福岡県,九州・沖縄,40〜44歳,40代,40,平成,7,1995,367238,180116,187122
114956,40,福岡県,九州・沖縄,45〜49歳,40代,40,平成,7,1995,414484,202534,211950
114957,40,福岡県,九州・沖縄,50〜54歳,50代,50,平成,7,1995,326939,156301,170638
114958,40,福岡県,九州・沖縄,55〜59歳,50代,50,平成,7,1995,297683,138820,158863
114959,40,福岡県,九州・沖縄,60〜64歳,60代,60,平成,7,1995,289119,133421,155698
114960,40,福岡県,九州・沖縄,65〜69歳,60代,60,平成,7,1995,250752,113717,137035
114961,40,福岡県,九州・沖縄,70〜74歳,70代,70,平成,7,1995,188540,76228,112312
114962,40,福岡県,九州・沖縄,75〜79歳,70代,70,平成,7,1995,129328,48176,81152
114963,40,福岡県,九州・沖縄,80〜84歳,80歳以上,80,平成,7,1995,92495,32130,60365
114964,40,福岡県,九州・沖縄,85歳以上,80歳以上,80,平成,7,1995,67459,19183,48276
114965,40,福岡県,九州・沖縄,総数,総数,0,平成,12,2000,5015699,2388824,2626875
114966,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,平成,12,2000,233014,119196,113818
114967,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,平成,12,2000,241704,123648,118056
114968,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,平成,12,2000,268022,137127,130895
114969,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,平成,12,2000,328684,168237,160447
114970,40,福岡県,九州・沖縄,20〜24歳,20代,20,平成,12,2000,368342,187096,181246
114971,40,福岡県,九州・沖縄,25〜29歳,20代,20,平成,12,2000,374285,182659,191626
114972,40,福岡県,九州・沖縄,30〜34歳,30代,30,平成,12,2000,321311,154561,166750
114973,40,福岡県,九州・沖縄,35〜39歳,30代,30,平成,12,2000,300133,144397,155736
114974,40,福岡県,九州・沖縄,40〜44歳,40代,40,平成,12,2000,310649,151149,159500
114975,40,福岡県,九州・沖縄,45〜49歳,40代,40,平成,12,2000,365736,178827,186909
114976,40,福岡県,九州・沖縄,50〜54歳,50代,50,平成,12,2000,409892,198849,211043
114977,40,福岡県,九州・沖縄,55〜59歳,50代,50,平成,12,2000,322216,152774,169442
114978,40,福岡県,九州・沖縄,60〜64歳,60代,60,平成,12,2000,291832,134644,157188
114979,40,福岡県,九州・沖縄,65〜69歳,60代,60,平成,12,2000,275146,123872,151274
114980,40,福岡県,九州・沖縄,70〜74歳,70代,70,平成,12,2000,230932,100770,130162
114981,40,福岡県,九州・沖縄,75〜79歳,70代,70,平成,12,2000,167023,63869,103154
114982,40,福岡県,九州・沖縄,80〜84歳,80歳以上,80,平成,12,2000,103732,35164,68568
114983,40,福岡県,九州・沖縄,85歳以上,80歳以上,80,平成,12,2000,93457,25692,67765
114984,40,福岡県,九州・沖縄,総数,総数,0,平成,17,2005,5049908,2394094,2655814
114985,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,平成,17,2005,223175,114326,108849
114986,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,平成,17,2005,235557,120496,115061
114987,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,平成,17,2005,242463,123803,118660
114988,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,平成,17,2005,284218,145375,138843
114989,40,福岡県,九州・沖縄,20〜24歳,20代,20,平成,17,2005,329047,165977,163070
114990,40,福岡県,九州・沖縄,25〜29歳,20代,20,平成,17,2005,335361,162982,172379
114991,40,福岡県,九州・沖縄,30〜34歳,30代,30,平成,17,2005,368858,180072,188786
114992,40,福岡県,九州・沖縄,35〜39歳,30代,30,平成,17,2005,319615,153701,165914
114993,40,福岡県,九州・沖縄,40〜44歳,40代,40,平成,17,2005,299631,143823,155808
114994,40,福岡県,九州・沖縄,45〜49歳,40代,40,平成,17,2005,308589,149157,159432
114995,40,福岡県,九州・沖縄,50〜54歳,50代,50,平成,17,2005,361348,175530,185818
114996,40,福岡県,九州・沖縄,55〜59歳,50代,50,平成,17,2005,403526,194285,209241
114997,40,福岡県,九州・沖縄,60〜64歳,60代,60,平成,17,2005,316417,148633,167784
114998,40,福岡県,九州・沖縄,65〜69歳,60代,60,平成,17,2005,280061,126994,153067
114999,40,福岡県,九州・沖縄,70〜74歳,70代,70,平成,17,2005,255797,110998,144799
115000,40,福岡県,九州・沖縄,75〜79歳,70代,70,平成,17,2005,205102,84227,120875
115001,40,福岡県,九州・沖縄,80〜84歳,80歳以上,80,平成,17,2005,137163,47598,89565
115002,40,福岡県,九州・沖縄,85歳以上,80歳以上,80,平成,17,2005,119675,31085,88590
115003,40,福岡県,九州・沖縄,総数,総数,0,平成,22,2010,5071968,2393965,2678003
115004,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,平成,22,2010,222872,113985,108887
115005,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,平成,22,2010,224952,115156,109796
115006,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,平成,22,2010,236300,120726,115574
115007,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,平成,22,2010,256926,130715,126211
115008,40,福岡県,九州・沖縄,20〜24歳,20代,20,平成,22,2010,275804,137098,138706
115009,40,福岡県,九州・沖縄,25〜29歳,20代,20,平成,22,2010,300539,144669,155870
115010,40,福岡県,九州・沖縄,30〜34歳,30代,30,平成,22,2010,333763,162410,171353
115011,40,福岡県,九州・沖縄,35〜39歳,30代,30,平成,22,2010,370486,181228,189258
115012,40,福岡県,九州・沖縄,40〜44歳,40代,40,平成,22,2010,322202,155111,167091
115013,40,福岡県,九州・沖縄,45〜49歳,40代,40,平成,22,2010,300431,143909,156522
115014,40,福岡県,九州・沖縄,50〜54歳,50代,50,平成,22,2010,307883,148511,159372
115015,40,福岡県,九州・沖縄,55〜59歳,50代,50,平成,22,2010,359382,173417,185965
115016,40,福岡県,九州・沖縄,60〜64歳,60代,60,平成,22,2010,400516,191748,208768
115017,40,福岡県,九州・沖縄,65〜69歳,60代,60,平成,22,2010,307005,141785,165220
115018,40,福岡県,九州・沖縄,70〜74歳,70代,70,平成,22,2010,263466,115680,147786
115019,40,福岡県,九州・沖縄,75〜79歳,70代,70,平成,22,2010,229477,93940,135537
115020,40,福岡県,九州・沖縄,80〜84歳,80歳以上,80,平成,22,2010,169701,63198,106503
115021,40,福岡県,九州・沖縄,85歳以上,80歳以上,80,平成,22,2010,153727,40091,113636
115022,40,福岡県,九州・沖縄,総数,総数,0,平成,27,2015,5101556,2410418,2691138
115023,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,平成,27,2015,220594,112983,107611
115024,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,平成,27,2015,227380,116318,111062
115025,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,平成,27,2015,228071,116644,111427
115026,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,平成,27,2015,251462,128231,123231
115027,40,福岡県,九州・沖縄,20〜24歳,20代,20,平成,27,2015,252385,125322,127063
115028,40,福岡県,九州・沖縄,25〜29歳,20代,20,平成,27,2015,259473,125008,134465
115029,40,福岡県,九州・沖縄,30〜34歳,30代,30,平成,27,2015,302406,146688,155718
115030,40,福岡県,九州・沖縄,35〜39歳,30代,30,平成,27,2015,337412,164811,172601
115031,40,福岡県,九州・沖縄,40〜44歳,40代,40,平成,27,2015,373331,183083,190248
115032,40,福岡県,九州・沖縄,45〜49歳,40代,40,平成,27,2015,322189,155198,166991
115033,40,福岡県,九州・沖縄,50〜54歳,50代,50,平成,27,2015,299320,143231,156089
115034,40,福岡県,九州・沖縄,55〜59歳,50代,50,平成,27,2015,305195,146876,158319
115035,40,福岡県,九州・沖縄,60〜64歳,60代,60,平成,27,2015,354682,170425,184257
115036,40,福岡県,九州・沖縄,65〜69歳,60代,60,平成,27,2015,387794,183091,204703
115037,40,福岡県,九州・沖縄,70〜74歳,70代,70,平成,27,2015,289265,129862,159403
115038,40,福岡県,九州・沖縄,75〜79歳,70代,70,平成,27,2015,239132,100214,138918
115039,40,福岡県,九州・沖縄,80〜84歳,80歳以上,80,平成,27,2015,192713,72511,120202
115040,40,福岡県,九州・沖縄,85歳以上,80歳以上,80,平成,27,2015,195860,54684,141176
115041,41,佐賀県,九州・沖縄,総数,総数,0,大正,9,1920,673895,329962,343933
115042,41,佐賀県,九州・沖縄,0〜4歳,0〜5歳,5,大正,9,1920,90053,45035,45018
115043,41,佐賀県,九州・沖縄,5〜9歳,6~15歳,6,大正,9,1920,83941,41981,41960
115044,41,佐賀県,九州・沖縄,10〜14歳,6~15歳,6,大正,9,1920,77633,39166,38467
115045,41,佐賀県,九州・沖縄,15〜19歳,15~20歳,15,大正,9,1920,65606,31675,33931
115046,41,佐賀県,九州・沖縄,20〜24歳,20代,20,大正,9,1920,53380,25183,28197
115047,41,佐賀県,九州・沖縄,25〜29歳,20代,20,大正,9,1920,44671,21947,22724
115048,41,佐賀県,九州・沖縄,30〜34歳,30代,30,大正,9,1920,39807,19538,20269
115049,41,佐賀県,九州・沖縄,35〜39歳,30代,30,大正,9,1920,39801,19343,20458
115050,41,佐賀県,九州・沖縄,40〜44歳,40代,40,大正,9,1920,37724,18621,19103
115051,41,佐賀県,九州・沖縄,45〜49歳,40代,40,大正,9,1920,32597,16054,16543
115052,41,佐賀県,九州・沖縄,50〜54歳,50代,50,大正,9,1920,28715,14134,14581
115053,41,佐賀県,九州・沖縄,55〜59歳,50代,50,大正,9,1920,23766,11673,12093
115054,41,佐賀県,九州・沖縄,60〜64歳,60代,60,大正,9,1920,19997,9579,10418
115055,41,佐賀県,九州・沖縄,65〜69歳,60代,60,大正,9,1920,15657,7405,8252
115056,41,佐賀県,九州・沖縄,70〜74歳,70代,70,大正,9,1920,11579,5072,6507
115057,41,佐賀県,九州・沖縄,75〜79歳,70代,70,大正,9,1920,5963,2460,3503
115058,41,佐賀県,九州・沖縄,80歳以上,80歳以上,80,大正,9,1920,3005,1096,1909
115059,41,佐賀県,九州・沖縄,総数,総数,0,大正,14,1925,684831,336223,348608
115060,41,佐賀県,九州・沖縄,0〜4歳,0〜5歳,5,大正,14,1925,96155,48151,48004
