ID,都道府県コード,都道府県名,地方,年齢5歳階級,年齢,年齢（数値）,元号,和暦（年）,西暦（年）,人口（総数）,人口（男）,人口（女）
106552,18,福井県,中部,50〜54歳,50代,50,昭和,35,1960,37449,17933,19516
106553,18,福井県,中部,55〜59歳,50代,50,昭和,35,1960,32843,16305,16538
106554,18,福井県,中部,60〜64歳,60代,60,昭和,35,1960,26184,12941,13243
106555,18,福井県,中部,65〜69歳,60代,60,昭和,35,1960,20929,9946,10983
106556,18,福井県,中部,70〜74歳,70代,70,昭和,35,1960,15565,6790,8775
106557,18,福井県,中部,75〜79歳,70代,70,昭和,35,1960,10426,4046,6380
106558,18,福井県,中部,80〜84歳,80歳以上,80,昭和,35,1960,5584,1949,3635
106559,18,福井県,中部,85歳以上,80歳以上,80,昭和,35,1960,1943,593,1350
106560,18,福井県,中部,総数,総数,0,昭和,40,1965,750557,359649,390908
106561,18,福井県,中部,0〜4歳,0〜5歳,5,昭和,40,1965,60016,30710,29306
106562,18,福井県,中部,5〜9歳,6~15歳,6,昭和,40,1965,62266,31742,30524
106563,18,福井県,中部,10〜14歳,6~15歳,6,昭和,40,1965,74677,38053,36624
106564,18,福井県,中部,15〜19歳,15~20歳,15,昭和,40,1965,80101,38545,41556
106565,18,福井県,中部,20〜24歳,20代,20,昭和,40,1965,53419,23780,29639
106566,18,福井県,中部,25〜29歳,20代,20,昭和,40,1965,51796,24777,27019
106567,18,福井県,中部,30〜34歳,30代,30,昭和,40,1965,58308,28677,29631
106568,18,福井県,中部,35〜39歳,30代,30,昭和,40,1965,58343,29243,29100
106569,18,福井県,中部,40〜44歳,40代,40,昭和,40,1965,47284,20954,26330
106570,18,福井県,中部,45〜49歳,40代,40,昭和,40,1965,40671,17990,22681
106571,18,福井県,中部,50〜54歳,50代,50,昭和,40,1965,39520,17704,21816
106572,18,福井県,中部,55〜59歳,50代,50,昭和,40,1965,35314,16887,18427
106573,18,福井県,中部,60〜64歳,60代,60,昭和,40,1965,30064,14729,15335
106574,18,福井県,中部,65〜69歳,60代,60,昭和,40,1965,22934,11036,11898
106575,18,福井県,中部,70〜74歳,70代,70,昭和,40,1965,16876,7733,9143
106576,18,福井県,中部,75〜79歳,70代,70,昭和,40,1965,10817,4416,6401
106577,18,福井県,中部,80〜84歳,80歳以上,80,昭和,40,1965,5511,1928,3583
106578,18,福井県,中部,85歳以上,80歳以上,80,昭和,40,1965,2640,745,1895
106579,18,福井県,中部,総数,総数,0,昭和,45,1970,744230,356639,387591
106580,18,福井県,中部,0〜4歳,0〜5歳,5,昭和,45,1970,56538,28904,27634
106581,18,福井県,中部,5〜9歳,6~15歳,6,昭和,45,1970,59804,30617,29187
106582,18,福井県,中部,10〜14歳,6~15歳,6,昭和,45,1970,61714,31572,30142
106583,18,福井県,中部,15〜19歳,15~20歳,15,昭和,45,1970,63585,30996,32589
106584,18,福井県,中部,20〜24歳,20代,20,昭和,45,1970,62001,28405,33596
106585,18,福井県,中部,25〜29歳,20代,20,昭和,45,1970,53368,26139,27229
106586,18,福井県,中部,30〜34歳,30代,30,昭和,45,1970,51368,24752,26616
106587,18,福井県,中部,35〜39歳,30代,30,昭和,45,1970,57308,28033,29275
106588,18,福井県,中部,40〜44歳,40代,40,昭和,45,1970,56586,28222,28364
106589,18,福井県,中部,45〜49歳,40代,40,昭和,45,1970,46008,20283,25725
106590,18,福井県,中部,50〜54歳,50代,50,昭和,45,1970,39287,17241,22046
106591,18,福井県,中部,55〜59歳,50代,50,昭和,45,1970,37129,16489,20640
106592,18,福井県,中部,60〜64歳,60代,60,昭和,45,1970,32502,15226,17276
106593,18,福井県,中部,65〜69歳,60代,60,昭和,45,1970,26550,12612,13938
106594,18,福井県,中部,70〜74歳,70代,70,昭和,45,1970,18905,8716,10189
106595,18,福井県,中部,75〜79歳,70代,70,昭和,45,1970,12237,5146,7091
106596,18,福井県,中部,80〜84歳,80歳以上,80,昭和,45,1970,6331,2376,3955
106597,18,福井県,中部,85歳以上,80歳以上,80,昭和,45,1970,3009,910,2099
106598,18,福井県,中部,総数,総数,0,昭和,50,1975,773599,373416,400183
106599,18,福井県,中部,0〜4歳,0〜5歳,5,昭和,50,1975,65161,33285,31876
106600,18,福井県,中部,5〜9歳,6~15歳,6,昭和,50,1975,57604,29469,28135
106601,18,福井県,中部,10〜14歳,6~15歳,6,昭和,50,1975,59905,30661,29244
106602,18,福井県,中部,15〜19歳,15~20歳,15,昭和,50,1975,54930,27613,27317
106603,18,福井県,中部,20〜24歳,20代,20,昭和,50,1975,52491,24610,27881
106604,18,福井県,中部,25〜29歳,20代,20,昭和,50,1975,65901,32749,33152
106605,18,福井県,中部,30〜34歳,30代,30,昭和,50,1975,55384,27585,27799
106606,18,福井県,中部,35〜39歳,30代,30,昭和,50,1975,51736,25123,26613
106607,18,福井県,中部,40〜44歳,40代,40,昭和,50,1975,57174,28128,29046
106608,18,福井県,中部,45〜49歳,40代,40,昭和,50,1975,56291,28062,28229
106609,18,福井県,中部,50〜54歳,50代,50,昭和,50,1975,44955,19695,25260
106610,18,福井県,中部,55〜59歳,50代,50,昭和,50,1975,37878,16422,21456
106611,18,福井県,中部,60〜64歳,60代,60,昭和,50,1975,35738,15695,20043
106612,18,福井県,中部,65〜69歳,60代,60,昭和,50,1975,29999,13734,16265
106613,18,福井県,中部,70〜74歳,70代,70,昭和,50,1975,22848,10404,12444
106614,18,福井県,中部,75〜79歳,70代,70,昭和,50,1975,14384,6164,8220
106615,18,福井県,中部,80〜84歳,80歳以上,80,昭和,50,1975,7555,2855,4700
106616,18,福井県,中部,85歳以上,80歳以上,80,昭和,50,1975,3563,1104,2459
106617,18,福井県,中部,総数,総数,0,昭和,55,1980,794354,384269,410085
106618,18,福井県,中部,0〜4歳,0〜5歳,5,昭和,55,1980,57358,29330,28028
106619,18,福井県,中部,5〜9歳,6~15歳,6,昭和,55,1980,66108,33748,32360
106620,18,福井県,中部,10〜14歳,6~15歳,6,昭和,55,1980,58030,29684,28346
106621,18,福井県,中部,15〜19歳,15~20歳,15,昭和,55,1980,53723,27288,26435
106622,18,福井県,中部,20〜24歳,20代,20,昭和,55,1980,45790,21944,23846
106623,18,福井県,中部,25〜29歳,20代,20,昭和,55,1980,56609,28035,28574
106624,18,福井県,中部,30〜34歳,30代,30,昭和,55,1980,67317,34030,33287
106625,18,福井県,中部,35〜39歳,30代,30,昭和,55,1980,55551,27635,27916
106626,18,福井県,中部,40〜44歳,40代,40,昭和,55,1980,51289,24878,26411
106627,18,福井県,中部,45〜49歳,40代,40,昭和,55,1980,56039,27359,28680
106628,18,福井県,中部,50〜54歳,50代,50,昭和,55,1980,55055,27207,27848
106629,18,福井県,中部,55〜59歳,50代,50,昭和,55,1980,43681,18951,24730
106630,18,福井県,中部,60〜64歳,60代,60,昭和,55,1980,36132,15505,20627
106631,18,福井県,中部,65〜69歳,60代,60,昭和,55,1980,33087,14168,18919
106632,18,福井県,中部,70〜74歳,70代,70,昭和,55,1980,26246,11582,14664
106633,18,福井県,中部,75〜79歳,70代,70,昭和,55,1980,17974,7646,10328
106634,18,福井県,中部,80〜84歳,80歳以上,80,昭和,55,1980,9497,3756,5741
106635,18,福井県,中部,85歳以上,80歳以上,80,昭和,55,1980,4791,1478,3313
106636,18,福井県,中部,総数,総数,0,昭和,60,1985,817633,397115,420518
106637,18,福井県,中部,0〜4歳,0〜5歳,5,昭和,60,1985,51542,26333,25209
106638,18,福井県,中部,5〜9歳,6~15歳,6,昭和,60,1985,58295,29760,28535
106639,18,福井県,中部,10〜14歳,6~15歳,6,昭和,60,1985,66298,33891,32407
106640,18,福井県,中部,15〜19歳,15~20歳,15,昭和,60,1985,53831,27442,26389
106641,18,福井県,中部,20〜24歳,20代,20,昭和,60,1985,47128,23002,24126
106642,18,福井県,中部,25〜29歳,20代,20,昭和,60,1985,50777,25238,25539
106643,18,福井県,中部,30〜34歳,30代,30,昭和,60,1985,58623,29597,29026
106644,18,福井県,中部,35〜39歳,30代,30,昭和,60,1985,68372,34836,33536
106645,18,福井県,中部,40〜44歳,40代,40,昭和,60,1985,55681,27921,27760
106646,18,福井県,中部,45〜49歳,40代,40,昭和,60,1985,51038,24879,26159
106647,18,福井県,中部,50〜54歳,50代,50,昭和,60,1985,55264,26933,28331
106648,18,福井県,中部,55〜59歳,50代,50,昭和,60,1985,53765,26388,27377
106649,18,福井県,中部,60〜64歳,60代,60,昭和,60,1985,42200,18084,24116
106650,18,福井県,中部,65〜69歳,60代,60,昭和,60,1985,33981,14352,19629
106651,18,福井県,中部,70〜74歳,70代,70,昭和,60,1985,29817,12312,17505
106652,18,福井県,中部,75〜79歳,70代,70,昭和,60,1985,21621,8997,12624
106653,18,福井県,中部,80〜84歳,80歳以上,80,昭和,60,1985,12658,4929,7729
106654,18,福井県,中部,85歳以上,80歳以上,80,昭和,60,1985,6717,2207,4510
106655,18,福井県,中部,総数,総数,0,平成,2,1990,823585,400391,423194
106656,18,福井県,中部,0〜4歳,0〜5歳,5,平成,2,1990,46287,23758,22529
106657,18,福井県,中部,5〜9歳,6~15歳,6,平成,2,1990,51758,26435,25323
106658,18,福井県,中部,10〜14歳,6~15歳,6,平成,2,1990,57953,29490,28463
106659,18,福井県,中部,15〜19歳,15~20歳,15,平成,2,1990,60539,31054,29485
106660,18,福井県,中部,20〜24歳,20代,20,平成,2,1990,45657,22555,23102
106661,18,福井県,中部,25〜29歳,20代,20,平成,2,1990,49521,24566,24955
106662,18,福井県,中部,30〜34歳,30代,30,平成,2,1990,51307,25723,25584
106663,18,福井県,中部,35〜39歳,30代,30,平成,2,1990,58810,29797,29013
106664,18,福井県,中部,40〜44歳,40代,40,平成,2,1990,68130,34872,33258
106665,18,福井県,中部,45〜49歳,40代,40,平成,2,1990,54933,27635,27298
106666,18,福井県,中部,50〜54歳,50代,50,平成,2,1990,50269,24451,25818
106667,18,福井県,中部,55〜59歳,50代,50,平成,2,1990,54094,26216,27878
106668,18,福井県,中部,60〜64歳,60代,60,平成,2,1990,52037,25172,26865
106669,18,福井県,中部,65〜69歳,60代,60,平成,2,1990,39873,16773,23100
106670,18,福井県,中部,70〜74歳,70代,70,平成,2,1990,31140,12651,18489
106671,18,福井県,中部,75〜79歳,70代,70,平成,2,1990,25372,9818,15554
106672,18,福井県,中部,80〜84歳,80歳以上,80,平成,2,1990,15861,6001,9860
106673,18,福井県,中部,85歳以上,80歳以上,80,平成,2,1990,9694,3179,6515
106674,18,福井県,中部,総数,総数,0,平成,7,1995,826996,401860,425136
106675,18,福井県,中部,0〜4歳,0〜5歳,5,平成,7,1995,42120,21787,20333
106676,18,福井県,中部,5〜9歳,6~15歳,6,平成,7,1995,46805,24011,22794
106677,18,福井県,中部,10〜14歳,6~15歳,6,平成,7,1995,51668,26355,25313
106678,18,福井県,中部,15〜19歳,15~20歳,15,平成,7,1995,53405,27838,25567
106679,18,福井県,中部,20〜24歳,20代,20,平成,7,1995,53589,27526,26063
106680,18,福井県,中部,25〜29歳,20代,20,平成,7,1995,48866,24230,24636
106681,18,福井県,中部,30〜34歳,30代,30,平成,7,1995,50538,25179,25359
106682,18,福井県,中部,35〜39歳,30代,30,平成,7,1995,51669,25886,25783
106683,18,福井県,中部,40〜44歳,40代,40,平成,7,1995,58654,29652,29002
106684,18,福井県,中部,45〜49歳,40代,40,平成,7,1995,67321,34209,33112
106685,18,福井県,中部,50〜54歳,50代,50,平成,7,1995,54189,26950,27239
106686,18,福井県,中部,55〜59歳,50代,50,平成,7,1995,49195,23557,25638
106687,18,福井県,中部,60〜64歳,60代,60,平成,7,1995,52166,24791,27375
106688,18,福井県,中部,65〜69歳,60代,60,平成,7,1995,49478,23425,26053
106689,18,福井県,中部,70〜74歳,70代,70,平成,7,1995,36992,14958,22034
106690,18,福井県,中部,75〜79歳,70代,70,平成,7,1995,27134,10390,16744
106691,18,福井県,中部,80〜84歳,80歳以上,80,平成,7,1995,19509,6842,12667
106692,18,福井県,中部,85歳以上,80歳以上,80,平成,7,1995,13615,4216,9399
106693,18,福井県,中部,総数,総数,0,平成,12,2000,828944,402367,426577
106694,18,福井県,中部,0〜4歳,0〜5歳,5,平成,12,2000,40944,20873,20071
106695,18,福井県,中部,5〜9歳,6~15歳,6,平成,12,2000,42415,21968,20447
106696,18,福井県,中部,10〜14歳,6~15歳,6,平成,12,2000,46784,23965,22819
106697,18,福井県,中部,15〜19歳,15~20歳,15,平成,12,2000,47453,24580,22873
106698,18,福井県,中部,20〜24歳,20代,20,平成,12,2000,46436,24053,22383
106699,18,福井県,中部,25〜29歳,20代,20,平成,12,2000,56914,28828,28086
106700,18,福井県,中部,30〜34歳,30代,30,平成,12,2000,49882,24933,24949
106701,18,福井県,中部,35〜39歳,30代,30,平成,12,2000,50810,25343,25467
106702,18,福井県,中部,40〜44歳,40代,40,平成,12,2000,51669,25919,25750
106703,18,福井県,中部,45〜49歳,40代,40,平成,12,2000,58053,29282,28771
106704,18,福井県,中部,50〜54歳,50代,50,平成,12,2000,66466,33675,32791
106705,18,福井県,中部,55〜59歳,50代,50,平成,12,2000,53297,26316,26981
106706,18,福井県,中部,60〜64歳,60代,60,平成,12,2000,48037,22696,25341
106707,18,福井県,中部,65〜69歳,60代,60,平成,12,2000,49822,23158,26664
106708,18,福井県,中部,70〜74歳,70代,70,平成,12,2000,45875,21009,24866
106709,18,福井県,中部,75〜79歳,70代,70,平成,12,2000,32946,12567,20379
106710,18,福井県,中部,80〜84歳,80歳以上,80,平成,12,2000,21775,7563,14212
106711,18,福井県,中部,85歳以上,80歳以上,80,平成,12,2000,19071,5425,13646
106712,18,福井県,中部,総数,総数,0,平成,17,2005,821592,397271,424321
106713,18,福井県,中部,0〜4歳,0〜5歳,5,平成,17,2005,37428,19185,18243
106714,18,福井県,中部,5〜9歳,6~15歳,6,平成,17,2005,41051,20973,20078
106715,18,福井県,中部,10〜14歳,6~15歳,6,平成,17,2005,42266,21910,20356
106716,18,福井県,中部,15〜19歳,15~20歳,15,平成,17,2005,42642,21989,20653
106717,18,福井県,中部,20〜24歳,20代,20,平成,17,2005,40231,20101,20130
106718,18,福井県,中部,25〜29歳,20代,20,平成,17,2005,48789,24665,24124
106719,18,福井県,中部,30〜34歳,30代,30,平成,17,2005,56934,28952,27982
106720,18,福井県,中部,35〜39歳,30代,30,平成,17,2005,49652,24674,24978
106721,18,福井県,中部,40〜44歳,40代,40,平成,17,2005,50400,25084,25316
106722,18,福井県,中部,45〜49歳,40代,40,平成,17,2005,50898,25482,25416
106723,18,福井県,中部,50〜54歳,50代,50,平成,17,2005,57178,28638,28540
106724,18,福井県,中部,55〜59歳,50代,50,平成,17,2005,65184,32770,32414
106725,18,福井県,中部,60〜64歳,60代,60,平成,17,2005,51950,25242,26708
106726,18,福井県,中部,65〜69歳,60代,60,平成,17,2005,46086,21429,24657
106727,18,福井県,中部,70〜74歳,70代,70,平成,17,2005,46514,21025,25489
106728,18,福井県,中部,75〜79歳,70代,70,平成,17,2005,41045,17890,23155
106729,18,福井県,中部,80〜84歳,80歳以上,80,平成,17,2005,27267,9560,17707
106730,18,福井県,中部,85歳以上,80歳以上,80,平成,17,2005,24589,6556,18033
106731,18,福井県,中部,総数,総数,0,平成,22,2010,806314,389712,416602
106732,18,福井県,中部,0〜4歳,0〜5歳,5,平成,22,2010,34634,17782,16852
106733,18,福井県,中部,5〜9歳,6~15歳,6,平成,22,2010,37062,19003,18059
106734,18,福井県,中部,10〜14歳,6~15歳,6,平成,22,2010,40496,20712,19784
106735,18,福井県,中部,15〜19歳,15~20歳,15,平成,22,2010,38693,20255,18438
106736,18,福井県,中部,20〜24歳,20代,20,平成,22,2010,34902,17528,17374
106737,18,福井県,中部,25〜29歳,20代,20,平成,22,2010,40594,20368,20226
106738,18,福井県,中部,30〜34歳,30代,30,平成,22,2010,47851,24355,23496
106739,18,福井県,中部,35〜39歳,30代,30,平成,22,2010,55484,28198,27286
106740,18,福井県,中部,40〜44歳,40代,40,平成,22,2010,48618,24048,24570
106741,18,福井県,中部,45〜49歳,40代,40,平成,22,2010,49439,24496,24943
106742,18,福井県,中部,50〜54歳,50代,50,平成,22,2010,49935,24835,25100
106743,18,福井県,中部,55〜59歳,50代,50,平成,22,2010,56140,27888,28252
106744,18,福井県,中部,60〜64歳,60代,60,平成,22,2010,63753,31741,32012
106745,18,福井県,中部,65〜69歳,60代,60,平成,22,2010,49933,24009,25924
106746,18,福井県,中部,70〜74歳,70代,70,平成,22,2010,43413,19667,23746
106747,18,福井県,中部,75〜79歳,70代,70,平成,22,2010,42042,18095,23947
106748,18,福井県,中部,80〜84歳,80歳以上,80,平成,22,2010,34195,13666,20529
106749,18,福井県,中部,85歳以上,80歳以上,80,平成,22,2010,31359,8404,22955
106750,18,福井県,中部,総数,総数,0,平成,27,2015,786740,381474,405266
106751,18,福井県,中部,0〜4歳,0〜5歳,5,平成,27,2015,31183,15997,15186
106752,18,福井県,中部,5〜9歳,6~15歳,6,平成,27,2015,34772,17835,16937
106753,18,福井県,中部,10〜14歳,6~15歳,6,平成,27,2015,37031,18964,18067
106754,18,福井県,中部,15〜19歳,15~20歳,15,平成,27,2015,38113,19713,18400
106755,18,福井県,中部,20〜24歳,20代,20,平成,27,2015,32689,17115,15574
106756,18,福井県,中部,25〜29歳,20代,20,平成,27,2015,36288,18638,17650
106757,18,福井県,中部,30〜34歳,30代,30,平成,27,2015,40738,20513,20225
106758,18,福井県,中部,35〜39歳,30代,30,平成,27,2015,47627,24186,23441
106759,18,福井県,中部,40〜44歳,40代,40,平成,27,2015,55078,27863,27215
106760,18,福井県,中部,45〜49歳,40代,40,平成,27,2015,48011,23820,24191
106761,18,福井県,中部,50〜54歳,50代,50,平成,27,2015,48745,24168,24577
106762,18,福井県,中部,55〜59歳,50代,50,平成,27,2015,49215,24423,24792
106763,18,福井県,中部,60〜64歳,60代,60,平成,27,2015,54905,27119,27786
106764,18,福井県,中部,65〜69歳,60代,60,平成,27,2015,61484,30255,31229
106765,18,福井県,中部,70〜74歳,70代,70,平成,27,2015,47068,22221,24847
106766,18,福井県,中部,75〜79歳,70代,70,平成,27,2015,39340,17177,22163
106767,18,福井県,中部,80〜84歳,80歳以上,80,平成,27,2015,35292,14147,21145
106768,18,福井県,中部,85歳以上,80歳以上,80,平成,27,2015,39224,11885,27339
106769,19,山梨県,中部,総数,総数,0,大正,9,1920,583453,290817,292636
106770,19,山梨県,中部,0〜4歳,0〜5歳,5,大正,9,1920,86222,43178,43044
106771,19,山梨県,中部,5〜9歳,6~15歳,6,大正,9,1920,78685,39574,39111
106772,19,山梨県,中部,10〜14歳,6~15歳,6,大正,9,1920,64766,34416,30350
106773,19,山梨県,中部,15〜19歳,15~20歳,15,大正,9,1920,49972,26371,23601
106774,19,山梨県,中部,20〜24歳,20代,20,大正,9,1920,40635,20035,20600
106775,19,山梨県,中部,25〜29歳,20代,20,大正,9,1920,36460,17680,18780
106776,19,山梨県,中部,30〜34歳,30代,30,大正,9,1920,37442,17977,19465
106777,19,山梨県,中部,35〜39歳,30代,30,大正,9,1920,35625,17112,18513
106778,19,山梨県,中部,40〜44歳,40代,40,大正,9,1920,34425,16936,17489
106779,19,山梨県,中部,45〜49歳,40代,40,大正,9,1920,27177,13530,13647
106780,19,山梨県,中部,50〜54歳,50代,50,大正,9,1920,22075,11108,10967
106781,19,山梨県,中部,55〜59歳,50代,50,大正,9,1920,20332,9995,10337
106782,19,山梨県,中部,60〜64歳,60代,60,大正,9,1920,17383,8345,9038
106783,19,山梨県,中部,65〜69歳,60代,60,大正,9,1920,14506,6859,7647
106784,19,山梨県,中部,70〜74歳,70代,70,大正,9,1920,9795,4471,5324
106785,19,山梨県,中部,75〜79歳,70代,70,大正,9,1920,5214,2204,3010
106786,19,山梨県,中部,80歳以上,80歳以上,80,大正,9,1920,2739,1026,1713
106787,19,山梨県,中部,総数,総数,0,大正,14,1925,600675,300289,300386
106788,19,山梨県,中部,0〜4歳,0〜5歳,5,大正,14,1925,88498,44687,43811
106789,19,山梨県,中部,5〜9歳,6~15歳,6,大正,14,1925,79032,39557,39475
106790,19,山梨県,中部,10〜14歳,6~15歳,6,大正,14,1925,69708,37031,32677
106791,19,山梨県,中部,15〜19歳,15~20歳,15,大正,14,1925,52037,27719,24318
106792,19,山梨県,中部,20〜24歳,20代,20,大正,14,1925,43722,21505,22217
106793,19,山梨県,中部,25〜29歳,20代,20,大正,14,1925,37907,18711,19196
106794,19,山梨県,中部,30〜34歳,30代,30,大正,14,1925,34261,16913,17348
106795,19,山梨県,中部,35〜39歳,30代,30,大正,14,1925,35264,17122,18142
106796,19,山梨県,中部,40〜44歳,40代,40,大正,14,1925,33285,16170,17115
106797,19,山梨県,中部,45〜49歳,40代,40,大正,14,1925,32086,15835,16251
106798,19,山梨県,中部,50〜54歳,50代,50,大正,14,1925,24794,12291,12503
106799,19,山梨県,中部,55〜59歳,50代,50,大正,14,1925,19579,9655,9924
106800,19,山梨県,中部,60〜64歳,60代,60,大正,14,1925,17347,8346,9001
106801,19,山梨県,中部,65〜69歳,60代,60,大正,14,1925,13755,6441,7314
106802,19,山梨県,中部,70〜74歳,70代,70,大正,14,1925,10338,4626,5712
106803,19,山梨県,中部,75〜79歳,70代,70,大正,14,1925,5817,2476,3341
106804,19,山梨県,中部,80〜84歳,80歳以上,80,大正,14,1925,2414,925,1489
106805,19,山梨県,中部,85歳以上,80歳以上,80,大正,14,1925,831,279,552
106806,19,山梨県,中部,総数,総数,0,昭和,5,1930,631042,315327,315715
106807,19,山梨県,中部,0〜4歳,0〜5歳,5,昭和,5,1930,93657,47326,46331
106808,19,山梨県,中部,5〜9歳,6~15歳,6,昭和,5,1930,83393,42055,41338
106809,19,山梨県,中部,10〜14歳,6~15歳,6,昭和,5,1930,71005,37123,33882
106810,19,山梨県,中部,15〜19歳,15~20歳,15,昭和,5,1930,56315,29925,26390
106811,19,山梨県,中部,20〜24歳,20代,20,昭和,5,1930,47636,23573,24063
106812,19,山梨県,中部,25〜29歳,20代,20,昭和,5,1930,42470,20974,21496
106813,19,山梨県,中部,30〜34歳,30代,30,昭和,5,1930,36623,18330,18293
106814,19,山梨県,中部,35〜39歳,30代,30,昭和,5,1930,32750,16126,16624
106815,19,山梨県,中部,40〜44歳,40代,40,昭和,5,1930,33518,16465,17053
106816,19,山梨県,中部,45〜49歳,40代,40,昭和,5,1930,31339,15243,16096
106817,19,山梨県,中部,50〜54歳,50代,50,昭和,5,1930,29388,14449,14939
106818,19,山梨県,中部,55〜59歳,50代,50,昭和,5,1930,22285,10882,11403
106819,19,山梨県,中部,60〜64歳,60代,60,昭和,5,1930,16771,8038,8733
106820,19,山梨県,中部,65〜69歳,60代,60,昭和,5,1930,13932,6485,7447
106821,19,山梨県,中部,70〜74歳,70代,70,昭和,5,1930,9942,4364,5578
106822,19,山梨県,中部,75〜79歳,70代,70,昭和,5,1930,6316,2633,3683
106823,19,山梨県,中部,80歳以上,80歳以上,80,昭和,5,1930,3702,1336,2366
106824,19,山梨県,中部,総数,総数,0,昭和,10,1935,646727,319924,326803
106825,19,山梨県,中部,0〜4歳,0〜5歳,5,昭和,10,1935,93143,47029,46114
106826,19,山梨県,中部,5〜9歳,6~15歳,6,昭和,10,1935,88368,44642,43726
106827,19,山梨県,中部,10〜14歳,6~15歳,6,昭和,10,1935,75034,38684,36350
106828,19,山梨県,中部,15〜19歳,15~20歳,15,昭和,10,1935,52869,26750,26119
106829,19,山梨県,中部,20〜24歳,20代,20,昭和,10,1935,48020,22870,25150
106830,19,山梨県,中部,25〜29歳,20代,20,昭和,10,1935,43651,21234,22417
106831,19,山梨県,中部,30〜34歳,30代,30,昭和,10,1935,39978,19766,20212
106832,19,山梨県,中部,35〜39歳,30代,30,昭和,10,1935,34671,17411,17260
106833,19,山梨県,中部,40〜44歳,40代,40,昭和,10,1935,31011,15366,15645
106834,19,山梨県,中部,45〜49歳,40代,40,昭和,10,1935,31492,15472,16020
106835,19,山梨県,中部,50〜54歳,50代,50,昭和,10,1935,28796,13967,14829
106836,19,山梨県,中部,55〜59歳,50代,50,昭和,10,1935,26670,12978,13692
106837,19,山梨県,中部,60〜64歳,60代,60,昭和,10,1935,19126,9138,9988
106838,19,山梨県,中部,65〜69歳,60代,60,昭和,10,1935,13525,6230,7295
106839,19,山梨県,中部,70〜74歳,70代,70,昭和,10,1935,10069,4426,5643
106840,19,山梨県,中部,75〜79歳,70代,70,昭和,10,1935,6092,2455,3637
106841,19,山梨県,中部,80歳以上,80歳以上,80,昭和,10,1935,4212,1506,2706
106842,19,山梨県,中部,総数,総数,0,昭和,15,1940,662915,327983,334932
106843,19,山梨県,中部,0〜4歳,0〜5歳,5,昭和,15,1940,89897,45484,44413
106844,19,山梨県,中部,5〜9歳,6~15歳,6,昭和,15,1940,88151,44442,43709
106845,19,山梨県,中部,10〜14歳,6~15歳,6,昭和,15,1940,80908,41409,39499
106846,19,山梨県,中部,15〜19歳,15~20歳,15,昭和,15,1940,55283,26608,28675
106847,19,山梨県,中部,20〜24歳,20代,20,昭和,15,1940,50915,25903,25012
106848,19,山梨県,中部,25〜29歳,20代,20,昭和,15,1940,42981,20912,22069
106849,19,山梨県,中部,30〜34歳,30代,30,昭和,15,1940,40519,19905,20614
106850,19,山梨県,中部,35〜39歳,30代,30,昭和,15,1940,38329,18935,19394
106851,19,山梨県,中部,40〜44歳,40代,40,昭和,15,1940,33197,16897,16300
106852,19,山梨県,中部,45〜49歳,40代,40,昭和,15,1940,29331,14559,14772
106853,19,山梨県,中部,50〜54歳,50代,50,昭和,15,1940,29103,14238,14865
106854,19,山梨県,中部,55〜59歳,50代,50,昭和,15,1940,26036,12461,13575
106855,19,山梨県,中部,60〜64歳,60代,60,昭和,15,1940,22808,10913,11895
106856,19,山梨県,中部,65〜69歳,60代,60,昭和,15,1940,15544,7120,8424
106857,19,山梨県,中部,70〜74歳,70代,70,昭和,15,1940,9728,4228,5500
106858,19,山梨県,中部,75〜79歳,70代,70,昭和,15,1940,6186,2542,3644
106859,19,山梨県,中部,80〜84歳,80歳以上,80,昭和,15,1940,2789,1025,1764
106860,19,山梨県,中部,85歳以上,80歳以上,80,昭和,15,1940,1206,399,807
106861,19,山梨県,中部,総数,総数,0,昭和,20,1945,839057,384255,454802
106862,19,山梨県,中部,1〜5歳,0〜5歳,5,昭和,20,1945,114748,58081,56667
106863,19,山梨県,中部,6〜10歳,6~15歳,6,昭和,20,1945,111595,56267,55328
106864,19,山梨県,中部,11〜15歳,6~15歳,6,昭和,20,1945,105781,53198,52583
106865,19,山梨県,中部,16〜20歳,15~20歳,15,昭和,20,1945,88899,42668,46231
106866,19,山梨県,中部,21〜25歳,20代,20,昭和,20,1945,61462,20809,40653
106867,19,山梨県,中部,26〜30歳,20代,20,昭和,20,1945,49350,16227,33123
106868,19,山梨県,中部,31〜35歳,30代,30,昭和,20,1945,48118,17271,30847
106869,19,山梨県,中部,36〜40歳,30代,30,昭和,20,1945,46985,20210,26775
106870,19,山梨県,中部,41〜45歳,40代,40,昭和,20,1945,44738,21517,23221
106871,19,山梨県,中部,46〜50歳,40代,40,昭和,20,1945,37184,18440,18744
106872,19,山梨県,中部,51〜55歳,50代,50,昭和,20,1945,31287,15332,15955
106873,19,山梨県,中部,56〜60歳,50代,50,昭和,20,1945,30320,14416,15904
106874,19,山梨県,中部,61〜65歳,60代,60,昭和,20,1945,25366,11612,13754
106875,19,山梨県,中部,66〜70歳,60代,60,昭和,20,1945,20767,9221,11546
106876,19,山梨県,中部,71〜75歳,70代,70,昭和,20,1945,12362,5312,7050
106877,19,山梨県,中部,76〜80歳,70代,70,昭和,20,1945,6218,2361,3857
106878,19,山梨県,中部,81〜85歳,80歳以上,80,昭和,20,1945,2878,993,1885
